,Control_0,Control_1,Control_2,Control_3,Control_4,Control_5,Control_6,Control_7,Control_8,Control_9,Control_10,Control_11,Control_12,Control_13,Control_14,Control_15,Control_16,Control_17,Control_18,Control_19,Control_20,Control_21,Control_22,Control_23,Control_24,Control_25,Control_26,Control_27,Control_28,Control_29,Control_30,Control_31,Control_32,Control_33,Control_34,Control_35,Control_36,Control_37,Control_38,Control_39,Control_40,Control_41,Control_42,Control_43,Control_44,Control_45,Control_46,Control_47,Control_48,Control_49,AD_0,AD_1,AD_2,AD_3,AD_4,AD_5,AD_6,AD_7,AD_8,AD_9,AD_10,AD_11,AD_12,AD_13,AD_14,AD_15,AD_16,AD_17,AD_18,AD_19,AD_20,AD_21,AD_22,AD_23,AD_24,AD_25,AD_26,AD_27,AD_28,AD_29,AD_30,AD_31,AD_32,AD_33,AD_34,AD_35,AD_36,AD_37,AD_38,AD_39,AD_40,AD_41,AD_42,AD_43,AD_44,AD_45,AD_46,AD_47,AD_48,AD_49
RNF41,537.9828953,540.7413374,534.4370412,537.6598021,538.9761503,535.8977616,538.995215,538.0219231,538.1950714,538.7863704,538.4836132,538.2392371,539.4404039,537.5271668,535.9139472,538.2171576,534.937213,535.7200282,535.8068523,538.5173999,535.9199225,537.9266447,536.5326417,535.2666787,537.5948218,534.8563667,539.8997422,536.6467586,539.0034306,535.6866632,537.514576,536.7737573,538.8872432,536.3570653,537.3536204,539.557865,535.0219209,537.1268986,536.9845536,540.2636028,534.6866055,539.0214941,535.8445721,537.2330102,537.6156955,537.510412,534.6987017,537.3037344,533.4722661,538.2996276,536.7381962,538.2356302,537.7387961,535.5465174,537.5916342,536.6208878,536.5379953,538.6752584,537.4492125,536.2463917,535.1767928,535.6737139,539.9367909,537.9670794,538.0853988,539.0872884,537.65015,535.6560709,536.937834,540.526269,538.3687616,533.9860151,536.2546697,537.1066731,533.1017649,538.8431693,533.7660213,538.9351689,537.4701131,538.9515781,537.2320323,536.9658705,535.0326509,533.072865,537.7265612,536.626961,534.4971032,538.8859059,535.548975,537.5590807,537.7587347,538.4787704,535.2835942,533.3786296,536.1785984,536.3924049,537.90447,537.838033,534.8349579,537.3244244
RNF43,82.4305217,82.00285289,82.7037468,82.32681058,82.62518076,82.58539736,82.4884073,82.01306902,82.59686166,82.39305069,82.66150844,82.32487843,82.47386663,82.13157168,82.22484963,82.51440837,83.21686317,82.57821974,82.23931592,82.17052898,82.70110613,82.67482799,82.30400618,82.58608086,82.52028836,82.75175658,82.54933132,82.16036016,82.45951101,82.65839366,82.41011794,82.01347185,82.63068024,82.26383039,81.76566349,82.55013744,82.39202017,82.47169504,82.64935065,82.73873934,82.28772059,82.49887052,82.5371858,82.72529169,82.49781535,82.20614431,82.56727036,82.57941886,82.69691083,82.67624233,82.51862461,82.67202511,82.40149293,82.59277712,82.27500407,82.79937263,82.39936612,82.47472178,82.41767049,82.47743844,83.16060721,82.4182693,82.45396465,82.65169697,82.46193219,82.15022552,82.38972866,82.12413401,82.70113098,82.65907086,82.35584667,82.69410384,82.29049186,82.94561582,83.07711989,82.6666226,82.65400892,82.69106635,82.33580634,82.24124941,82.77723375,83.03405428,82.43165328,82.49322489,82.6370757,82.81260853,82.62259865,82.77070288,82.1691354,82.47030722,82.62172946,82.50165556,82.81993321,82.61864003,82.8689722,82.47965136,82.4124804,82.73615407,82.73697467,82.07493677
RNF44,555.0552826,554.7909355,553.2056246,554.0168034,553.9670954,553.4263814,553.3309354,553.7775223,553.4431776,553.4778206,554.6773373,552.8764333,555.2857864,554.3874729,552.9724983,555.306989,552.4469144,553.8342864,553.3866043,553.7447522,552.7776616,551.9858087,553.4038359,553.3475863,552.2622996,552.2699063,554.4240289,552.2740393,553.2614506,552.7314759,552.8207702,552.9583826,554.5722265,553.0779578,553.6650832,554.5728582,554.1116367,554.0646274,554.3523102,553.8500817,552.5608749,553.0673697,552.188153,554.396628,553.2949221,554.6772072,553.9739018,554.7237525,551.9895282,553.2525413,553.5307807,554.7952653,553.3236825,553.7062405,553.5389877,553.4900514,553.4036734,553.45992,552.3876597,551.9684511,553.9383055,554.1785996,553.7401471,552.4637014,552.8446663,554.3449732,554.3858927,553.9946589,554.3786642,552.9712413,552.198464,552.7222005,553.4384762,552.5516161,552.7258056,552.7713617,552.2372154,553.40207,553.7086697,554.3919885,552.4644908,553.1977054,552.4524932,552.6196528,553.1188432,553.7704418,553.4811813,553.5523916,553.9603106,553.4453266,553.1767329,554.3823545,553.4158928,553.5985785,553.3647531,551.5309807,554.2227512,554.4791518,553.2111219,553.627344
RNF5,14.43444366,14.11318083,14.08207579,14.40142515,14.16115595,14.31770511,14.00158881,14.17433559,14.19505288,14.05788401,14.0696432,13.84876945,14.10922251,14.13685336,13.96306479,14.16610297,13.83948224,14.14605126,14.06428918,14.12319469,14.1987388,13.68094938,14.03578349,14.07823846,13.97267924,13.94997987,13.99225946,13.91226605,14.18468322,14.02371113,14.03701401,13.86942299,14.16009583,14.35713725,13.92212584,14.13762135,14.26012592,14.0459971,14.10244947,14.3088243,14.12118044,13.83934185,14.14232169,14.29443412,13.96227285,14.37096191,14.00048972,14.13550067,13.90541036,14.09447152,14.04920769,14.04510264,14.28377644,14.01431795,14.09558119,14.05098854,14.13712906,14.0384309,13.84443171,13.8928031,14.24211727,14.20260032,14.02826506,13.83599474,14.15381519,14.05076235,14.25573058,14.32999079,14.09129606,13.94631806,13.95810571,14.06132127,14.202602,14.13761534,14.41370103,13.82168922,14.21089504,14.03326765,14.09015047,14.11174718,13.79039934,14.12624105,14.12537014,14.13857713,13.97313122,14.31521375,14.04912506,14.03456048,14.14617076,14.31055214,14.04617446,14.30903493,14.13434434,14.25535817,14.17823962,13.98403451,14.11889786,13.99077369,14.2455028,14.01063733
RNF6,71.21780338,71.00091357,71.18880801,71.38953711,70.88325912,71.37875094,70.96462036,71.19612423,70.95090265,70.94952748,70.96627351,71.28339835,70.66840021,71.39952621,71.29539661,70.91978216,71.21517946,70.95721903,71.27103129,71.099634,71.19772741,71.02850347,71.1464361,71.35695235,71.02423207,71.1253949,70.6361049,70.99066119,70.73975253,71.3720113,71.17317979,71.16543065,70.9895102,71.30830905,71.22071746,70.44528272,71.40315089,70.91872512,70.95778721,70.85893109,70.95426586,70.97584292,70.9490707,71.03350536,71.19721072,71.2916914,71.2155458,71.19728445,71.40384676,70.77392713,71.17985099,70.66750775,71.01412135,71.19450033,70.72061577,71.18240245,71.23532161,70.77977575,71.16495322,71.13066552,70.89740862,71.09008154,70.87765538,70.86527513,70.87332025,70.75652644,71.16105519,71.27081854,70.75880382,70.47200872,71.34481144,71.33472843,71.13068229,70.71803266,71.64999109,70.79021128,71.53238642,71.17894261,70.99646282,70.80385383,71.17899117,70.76095273,71.59789046,71.36935839,71.03361014,71.04226374,71.19536113,70.94185411,71.28632785,71.00721251,70.95118604,70.86146305,71.26442108,71.43123084,71.24976773,70.99290227,71.20418776,70.99701856,71.69674371,71.15968292
RNF7,3099.168702,3101.157033,3087.691376,3098.167535,3096.761661,3097.417644,3095.106458,3101.500982,3093.843553,3096.823795,3091.526345,3087.205282,3097.406388,3094.489549,3090.297714,3094.002511,3078.966282,3092.297157,3095.623507,3099.679179,3090.449163,3087.430899,3093.999856,3084.996143,3094.249268,3084.307968,3094.519666,3096.243631,3098.08711,3091.0104,3094.166969,3094.816209,3095.790274,3101.816186,3097.006705,3100.932319,3093.19721,3092.447554,3098.089007,3099.9837,3094.954929,3092.99693,3097.172647,3098.296414,3090.641475,3098.617871,3087.326477,3091.729845,3086.187329,3098.342343,3091.120086,3093.981289,3098.221092,3089.379237,3098.387747,3093.57541,3096.312217,3092.108479,3089.059756,3094.421672,3093.083084,3095.502803,3096.649466,3090.016437,3097.912356,3099.626357,3093.655374,3101.345803,3094.353138,3091.100212,3091.384611,3089.178124,3096.619127,3095.123258,3091.502334,3093.066652,3092.782998,3092.335742,3098.22251,3099.992941,3084.468533,3099.059633,3086.529025,3090.516765,3091.915739,3097.04517,3089.001195,3092.599422,3096.0696,3104.512755,3090.859304,3100.527673,3090.881105,3092.273633,3091.174424,3094.539943,3093.491596,3088.364528,3090.492117,3093.899632
RNF8,90.229334,90.15329695,89.19014966,89.72689575,90.50715794,89.70527758,89.79499122,89.17090359,89.97020002,89.85573127,90.63907668,89.61294277,90.16656154,89.48356266,88.91049487,89.89375358,90.36757662,89.44559221,88.50544172,89.35403059,89.69751544,89.5276134,88.94687726,89.5350449,89.30619611,89.54422958,90.52243391,88.74877368,90.18808855,89.14721612,89.23773013,88.3542984,90.24374476,88.77531846,88.41191467,89.90822082,89.1210848,89.48840765,89.30109817,90.85753386,88.22885641,89.72146003,88.74728498,89.67127899,89.97705973,89.46328253,89.24598052,90.11948534,88.51163603,89.86491169,89.49617161,90.15986761,89.33637384,89.66810307,89.76244921,89.78260056,88.8196717,89.80299487,89.30731227,88.62137715,89.87512857,89.2110674,90.23137349,89.77308298,89.54290432,89.49746926,89.74060164,88.39182102,89.73136822,91.09699407,89.75681467,89.12697902,89.27103658,90.11464533,88.98983166,89.99889902,88.26693496,90.47382696,89.27121962,89.5938848,89.6368113,90.12817431,89.35424987,88.46947205,90.15900307,89.33991475,89.24734009,90.88762439,88.58414819,88.99943591,90.25814619,90.37727971,89.38229236,88.69144507,89.54622613,88.60643832,89.74857725,90.29947896,89.09783107,88.8506931
RNFT1,60.96726768,61.52495721,60.56540857,61.05333226,61.26121901,61.28710126,61.70821464,61.77157205,61.00752867,61.48235711,60.74483485,60.68685522,61.63993952,60.78837048,60.89935622,61.03962032,60.10608244,60.96988251,61.7355384,61.66869647,60.80498148,61.53148523,61.50079649,59.97855504,61.63973681,60.27967809,61.26955077,61.87952376,61.36799496,61.39391619,61.52852168,61.74158768,61.38623551,61.77147853,61.63828115,62.32970292,60.62819134,61.09877957,62.13500229,61.87045645,61.56003491,61.68372659,61.94315453,61.91361887,61.07182107,61.03466471,60.44728768,60.54710272,61.07072713,62.11744532,60.78702598,61.24590947,61.59877529,60.73624059,61.39013871,61.55778365,61.77016982,61.01017907,61.03678505,62.06418245,61.31057267,61.08934397,61.69450636,61.38297308,61.7889802,61.74905309,60.70124081,61.72283026,61.27736151,60.84486017,60.98578227,60.78516379,61.23236141,61.63523925,61.06802208,62.000151,61.51751935,61.22058351,61.6677481,61.91123866,61.07642741,62.2759375,59.97241592,60.96744545,61.22808564,61.78921717,60.90877575,61.0769018,61.48533645,62.62887186,60.64843168,61.38474793,61.08344869,61.00629041,61.19461995,61.92628197,60.86552046,60.75202348,60.95420926,61.28325353
RNFT2,491.2935284,494.1837907,490.3827597,492.1689784,493.3459844,491.2491885,495.0741626,493.3886504,491.4223725,491.8222588,490.9591296,492.8464315,493.8395571,491.523166,491.706765,492.9056447,490.5738927,489.5768127,492.9293152,493.3357232,490.4418855,494.3343145,492.5826167,489.2367624,493.4109057,488.3817366,492.8688919,492.1380245,490.646891,494.3375004,494.8093139,493.1141905,494.4493659,493.4367162,492.0881912,495.5504146,490.5290049,491.7538219,496.2576112,494.0819043,490.7350204,494.4782818,492.3586054,494.5743174,491.1660341,490.2511697,490.3849334,491.6997745,491.9654676,493.8164705,492.2124699,492.0011249,491.8825093,489.968656,490.3030462,493.7857323,493.1985067,492.7212731,493.4981238,494.0495636,492.3934895,491.034838,494.5355003,492.6727789,491.3882651,492.0835864,491.1129638,491.8326926,492.2339581,489.9060442,492.7970152,489.789007,490.2005975,491.2907674,493.2120308,493.4535041,493.0425569,493.9548959,492.6577641,493.6826176,494.45998,493.4830744,488.9562627,489.973086,491.9684876,494.3601548,490.5019908,492.2464071,490.9303817,497.0364595,490.458187,491.3209433,492.1835935,491.0326319,492.6655796,493.0698564,492.8202046,491.0655069,493.0169057,494.249769
RNGTT,1502.764557,1509.751017,1513.61735,1502.151714,1511.264656,1502.652689,1511.925231,1505.544597,1504.279078,1503.25671,1510.974449,1515.254792,1512.321725,1508.291973,1514.338747,1512.190888,1522.029536,1507.407359,1507.280228,1504.642126,1506.768465,1515.092597,1509.522826,1512.837181,1507.156286,1511.634716,1513.061192,1508.272353,1501.263946,1513.99178,1512.506092,1509.839723,1511.578994,1501.113859,1506.921196,1511.14825,1508.869711,1511.738281,1514.562814,1502.048602,1506.145739,1511.233984,1502.625009,1506.808181,1508.898502,1497.383556,1517.370575,1513.282832,1514.284616,1505.680535,1512.80107,1511.96695,1498.65913,1512.508287,1508.382565,1511.160755,1503.340328,1512.681948,1515.721453,1507.56837,1510.969928,1509.410405,1510.505994,1511.995588,1498.298655,1504.535902,1506.37962,1499.55123,1512.421283,1508.333053,1509.029087,1509.276671,1504.109245,1503.725221,1506.180485,1508.864359,1504.05691,1511.268738,1506.105253,1508.089302,1519.013726,1505.554511,1509.111612,1509.282682,1511.108944,1504.566595,1514.049179,1511.964936,1503.577822,1505.580451,1510.530481,1503.798125,1509.373479,1508.383555,1505.910154,1504.307356,1511.147588,1511.666866,1506.788437,1516.779171
RNH1,394.2231235,392.5931391,395.4051144,394.6809382,393.5521452,395.3453408,395.4076341,394.3139474,396.1476712,396.0468782,394.6598765,394.4142507,395.2667387,393.8026476,394.4483817,395.0241053,394.8744613,396.5020052,396.8689041,395.0645572,396.2680304,396.8439129,396.2912923,394.6554972,396.45781,395.9395761,394.5191813,396.1717682,395.8986511,395.6270077,395.0206045,396.1803002,394.695456,395.4877618,395.6700882,396.2486328,394.294106,395.5809191,395.5860802,396.4235954,397.4470972,396.0972892,397.9617023,396.9272122,395.9244685,396.0788175,394.2828846,393.3663597,396.8217538,397.111783,394.2620081,395.5015344,397.6342131,395.0896849,394.1993249,395.8138367,397.6560189,394.9544141,394.5929259,397.6047984,396.4731137,394.798047,395.0061843,396.4629991,398.0905673,395.9736242,395.0560558,396.6193281,395.3225947,395.3635511,394.4752552,395.9402613,395.5959887,397.5281114,396.9307025,397.7894401,398.1165976,394.8231411,395.6405506,395.5257483,396.1973547,397.2250778,394.1441583,396.365495,395.2951581,397.6851067,395.793116,394.2563448,397.1257924,396.214954,394.3101403,394.4966407,396.4445319,396.2393696,397.563616,398.1980928,393.9273566,396.1313729,396.5348973,393.7997183
RNLS,140.979339,141.4018032,141.2686912,140.8708334,141.2291496,141.1250767,141.3983854,141.3267221,140.5890349,140.8593808,141.218818,141.2642651,141.5155326,141.28664,141.4382623,141.400729,141.5376157,141.0065296,141.495609,141.1436385,140.8000203,141.4611548,141.3927089,141.0149869,141.0246898,140.8366987,141.232413,141.2560389,140.4290687,141.7079034,141.4221057,141.4895861,141.4643732,141.0119782,141.4066557,141.4594826,141.2728109,141.2690831,142.068923,140.8282119,140.9446375,141.3937126,140.8574414,141.4763042,141.2113689,140.6746484,141.6326409,141.4375017,141.5840029,141.1652207,141.295211,141.3331374,140.5454404,141.4349097,141.0199075,141.6749485,141.2084986,140.932668,141.3498718,141.3794618,141.4219559,141.3321597,141.3026925,141.1414472,140.5099769,141.0501466,140.8701645,141.0856772,141.4020878,140.3355009,140.9811884,141.2396195,140.9525787,140.711636,141.2899349,141.2812812,141.2027065,141.3432608,141.2359944,141.3459644,141.6041077,141.3955288,140.7967912,141.2739459,141.2818713,141.1571874,141.5589817,141.2283921,141.2780468,141.5106761,140.8559446,140.9252161,141.3578803,141.4416409,141.1025637,140.8449715,141.3037216,141.2659382,141.3493193,141.6529641
RNMT,1721.601443,1736.350944,1722.301373,1723.859204,1726.473498,1717.310644,1732.35454,1731.789977,1721.964371,1724.692032,1722.980725,1733.131795,1731.755105,1729.908921,1730.670095,1730.772635,1717.928554,1719.64355,1729.802659,1730.926154,1717.403908,1730.823443,1729.246174,1721.842995,1727.234882,1716.788817,1729.510883,1728.596283,1719.695163,1728.57755,1732.775865,1735.398162,1729.711123,1726.493659,1735.750877,1732.508416,1724.361982,1728.088512,1733.764757,1720.566713,1724.482424,1732.11139,1722.09422,1725.341703,1722.86266,1722.12212,1726.440977,1726.98179,1724.712404,1723.925441,1728.63351,1726.553628,1722.092673,1721.501623,1723.734523,1724.721151,1727.036387,1730.42997,1733.033696,1728.811487,1718.051196,1725.178139,1730.874151,1726.410197,1719.820648,1730.116046,1725.410853,1726.401072,1726.426011,1719.380915,1728.065428,1718.287895,1721.551559,1714.403289,1717.025788,1725.197262,1722.528554,1726.348689,1728.27907,1731.756264,1730.986767,1717.312163,1720.091558,1720.471162,1723.052693,1724.081144,1722.05882,1721.880203,1725.747655,1731.939099,1721.744279,1720.57517,1721.990133,1721.280583,1720.974665,1725.668442,1730.535627,1723.473849,1722.727802,1739.008951
RNPC3,354.1523369,354.5827332,354.8643695,353.2814857,353.5560712,354.9934207,353.3105069,354.2052829,353.5367313,355.8708853,356.3566369,355.9380868,353.0419047,356.6209226,355.0905663,353.9992072,356.5596769,354.5721396,354.8145835,355.0472858,353.3061088,356.2637668,354.3125597,355.9309222,354.6847548,356.2075095,354.394381,354.5792603,353.4529195,354.4219078,353.0614919,355.8607403,353.70904,352.6684117,356.7910363,350.3684406,355.3125197,354.5064743,353.209805,351.4677476,352.1244506,356.0199687,352.5923424,352.1490756,356.5159686,355.4204565,356.4941243,356.4177404,355.8834354,353.1430519,355.6446423,355.0656795,352.4610853,356.7822312,353.8745166,355.7527245,354.6580703,352.5427207,355.2791079,355.3965103,353.3976713,354.5520947,353.5582717,355.1497036,353.6232022,355.212436,354.0687388,354.1927463,354.5514059,353.9240699,355.7834983,356.745212,354.3594269,353.2128179,352.9991047,355.3625012,353.8969809,355.1137653,355.2837437,353.155259,354.7059034,354.4110271,356.0888405,354.337672,355.4954359,351.9028062,354.8763492,355.1046346,355.5950096,350.3546339,355.1875887,353.6682869,355.3901393,354.6969746,354.6317873,353.3419522,355.4917832,356.6253765,355.2198976,352.8339107
RNPEP,490.9642235,491.4359627,488.3589614,491.9607408,489.1378601,492.7017675,491.0216617,493.9112346,488.1576828,489.5267492,487.5654114,488.0545962,490.7823887,490.1496518,490.8904328,488.71739,485.7128458,489.8376368,493.8269923,491.3477501,490.2458059,488.7013695,492.5452381,486.8017986,489.8355585,486.5825354,487.7975558,493.3588304,489.4580537,491.8192865,491.5677708,492.509292,489.9094454,493.6793605,493.0549211,492.5755546,490.1280243,489.1632846,492.8120222,492.4462552,492.9900867,489.3613581,492.4884692,493.4048455,490.5753657,490.9030498,488.0568228,487.296448,490.5722958,492.0972084,487.6719659,487.7641695,491.8756786,489.5859543,491.0564908,490.9436917,492.661365,487.6538861,488.4027611,492.1303588,489.1748909,490.683677,490.9453841,488.5578712,491.5091629,490.6122101,488.9690055,493.8779265,488.2242922,485.7768186,489.2396162,489.4623102,492.2042948,489.8820756,491.5360726,491.1573236,492.8404468,489.7100242,490.8903915,492.6276533,488.8540454,491.9520008,488.0657868,492.4373662,490.0959013,491.6064006,491.4549109,488.8448106,493.6438422,495.5883195,486.8772704,490.8322966,489.5192603,491.9267837,489.593463,491.5202282,488.3170836,487.3491142,491.1019319,492.0646557
RNPEPL1,49.9534211,49.6594117,49.10672671,50.21611305,49.851632,49.78526991,49.15828954,49.55911334,49.8875348,49.60690984,49.05481153,49.37048293,48.3777224,49.62367667,48.97989028,48.90587601,48.75654063,48.72427821,48.59159839,49.7805615,49.39798085,48.74376719,48.60371049,49.46188547,49.67496367,49.20434465,49.03427466,48.72292429,49.85171492,49.08090725,49.44008478,48.65945996,49.3197439,50.30656431,48.6675821,48.37795961,49.62732684,48.80197598,48.59355974,49.51666666,48.66015487,49.08432698,49.31254508,48.78787706,48.74741085,49.85902007,48.75773781,49.63697752,48.70415388,48.95921866,49.75439032,48.72580362,49.5845015,48.6685726,49.15869381,49.04742941,49.0572721,49.45802404,49.49895878,49.02617231,49.06401221,49.18212212,49.17205222,48.9383475,49.37341325,49.00232477,49.665323,49.4722235,48.99888057,49.45001205,50.14678158,49.25053617,49.26155139,49.33186929,50.05709694,48.26303845,49.48068536,49.4962254,49.39732451,48.74506943,48.58395856,48.99845767,50.16997959,48.79878048,48.98357269,49.37858734,48.20198297,49.35352999,48.50890816,49.53895678,49.79502417,49.73024533,49.26699471,49.0395709,49.35841608,49.36565301,49.82448026,48.56572103,49.70154818,48.92445992
RNPS1,1489.628533,1500.731871,1493.239541,1489.620793,1495.106349,1487.907733,1499.34571,1497.408012,1491.704739,1495.738474,1494.484392,1499.459608,1499.820174,1496.784327,1497.416087,1498.899299,1491.675687,1491.606029,1498.018225,1498.628443,1487.207712,1501.804013,1497.212399,1491.526487,1497.385386,1490.150978,1499.206227,1497.622898,1490.35432,1496.857725,1498.520629,1502.97228,1497.643536,1493.055715,1502.631724,1500.063635,1492.924207,1497.654031,1502.38579,1489.011337,1493.397001,1502.03258,1492.901997,1494.153296,1493.425233,1490.988174,1497.134439,1496.617288,1496.041694,1495.046426,1497.816874,1498.701907,1490.749073,1493.472341,1493.667824,1496.415989,1496.385277,1497.572796,1500.544373,1499.762164,1492.099487,1494.821147,1498.197703,1497.759636,1491.070057,1499.856042,1492.881015,1494.700008,1498.376177,1491.115132,1495.337235,1491.548889,1490.917174,1488.778205,1487.353331,1497.651986,1492.304663,1495.11914,1498.360192,1499.046097,1499.448527,1492.999467,1488.482773,1490.548223,1493.977199,1493.740908,1492.707674,1492.743805,1495.126489,1497.720564,1492.595551,1490.679578,1493.888239,1491.715424,1492.476312,1495.919464,1498.220807,1495.738018,1491.761938,1501.84792
ROBO1,62.35868559,62.31720126,64.31049107,62.08165552,63.19440059,62.42329993,62.75799603,62.2556753,63.17749883,62.80344471,63.3986837,63.3240556,63.0795384,62.75722138,63.60297699,63.35945368,64.72750182,63.80997904,62.68429526,62.49185491,63.29391119,63.41140143,62.99430355,64.14140035,63.10518926,64.58860567,63.58298623,63.21091224,63.07973124,63.00812457,62.90684088,63.04591184,62.78857762,62.27161564,62.70725631,62.98990815,63.43163177,63.73349114,62.95085481,61.76129384,63.74572587,62.92878565,63.12270956,62.32072803,62.85727388,62.22969016,64.44792367,63.564745,63.88203329,62.70596882,63.74067611,63.85860716,62.41348628,63.77848244,63.75742752,62.91103853,62.39540482,63.83665635,63.65672048,62.94112177,63.886718,63.62254081,62.60230906,63.62789701,62.5746041,62.96487076,63.06259012,62.43692737,64.05180776,63.94680807,62.75840803,63.86315217,63.05674122,63.41504666,62.79046449,62.82648367,62.68430577,62.56373842,63.01613447,62.70820329,63.49167847,62.93761593,63.64722132,63.73411316,63.19952314,62.62878366,63.83667949,63.18030217,62.66296134,62.0002061,63.90712821,62.857677,63.35056536,63.38343682,62.86419875,63.14661207,63.17939931,63.50451167,62.45089219,63.29699693
ROBO2,284.0454217,284.1214465,288.3754498,281.883477,287.9127637,283.0380172,283.1788064,281.021132,286.5580761,285.5313274,288.7959218,286.8307229,283.8418485,284.7968226,285.2425928,285.4757251,292.801245,286.2901407,279.4064281,283.0534042,285.2879102,285.7860803,281.6270452,289.7349557,284.9566354,291.3590312,288.6823606,282.8067818,286.9264175,282.6169882,282.8426029,281.5598726,284.5086394,280.3426181,280.9207664,281.6829754,285.7832064,286.3182661,281.2808431,281.1261924,282.2568738,284.8075381,282.0126834,279.2909785,284.712474,282.2294553,289.2972582,289.1849109,284.6984347,282.5238813,288.441169,288.4027844,280.9372788,287.5713518,287.9234576,284.1390792,279.5025464,287.9771048,287.3508374,281.7487636,286.9705835,285.7885217,283.8127484,287.1832776,282.3659284,284.2111494,285.39386,279.3294474,288.3283908,292.3737874,286.1235949,287.4474329,283.9003023,286.5887432,281.5904168,283.2842293,279.3848353,285.1490997,284.3047658,281.8842556,285.1705241,284.3288872,288.7470553,283.6260256,286.4789609,280.5835308,285.0634219,288.541008,279.7159654,277.1987485,291.0081952,286.0898794,285.0950883,282.9207624,283.2218932,282.3505373,286.8086159,287.5431351,281.2142432,282.8472463
ROBO3,537.1192911,538.772697,539.2748188,538.7658583,536.3730307,538.6563942,538.7726496,540.265252,540.4835861,542.5817586,538.6274616,542.6375719,536.0202166,541.3327353,541.2758159,537.0976839,537.8973217,539.8309702,541.5266765,541.5676119,539.4132344,543.0150335,540.7386481,540.9407551,542.4334674,542.4435619,538.1520337,542.9022532,540.9672089,538.5967041,539.2258801,544.2141551,536.2795969,539.7846492,545.21032,534.7532029,539.2408665,539.5586906,535.057753,536.1307328,541.47101,542.0442307,541.3504777,535.368748,541.5918686,541.9887964,539.1554869,538.0344854,541.634514,538.6010226,540.1521878,537.9691683,541.2901474,539.8464265,539.3405143,538.0522169,541.7749604,539.3749295,541.9842556,543.3240499,534.6477757,538.5093457,538.4522359,541.7920964,542.6915018,542.0636108,539.6798331,541.4202355,537.5119236,541.079393,543.1030681,541.3017198,540.7222485,539.0799173,536.4459641,541.5259927,541.2181341,538.5643183,541.0307739,538.5771457,539.9361449,536.8011811,542.6336155,540.4214166,539.6331388,537.0200156,538.3649462,537.5504647,542.3188284,535.744186,540.1974105,537.2540927,539.1218571,538.6332387,539.6376657,543.6974083,539.5400039,539.8220012,539.5971148,538.9101638
ROBO4,48.22549304,49.40432594,48.73457736,48.78256769,48.90289787,48.17102413,48.83517215,48.88032013,47.85257546,47.60455771,48.18015765,49.96736865,47.88306925,49.20772633,49.67780323,48.22383464,49.5057166,47.47276282,48.124553,48.35117961,48.36083521,48.68530001,48.38970177,49.27432625,48.23410899,48.48084492,48.2723737,48.35199605,47.43195505,49.27859194,49.44205231,48.6020388,48.59281454,48.44774906,48.48856243,47.4978808,48.93254498,48.20319333,48.30552984,47.5394313,47.70788115,48.38208293,47.26990879,47.52913865,48.37732348,47.4274954,49.1171756,49.08521498,48.83870706,47.25392246,49.14958071,47.51147133,47.1851427,48.50318633,48.23668531,48.26448945,47.534093,48.83552256,49.76637684,47.93451528,47.36144724,48.32700689,48.64008295,48.24348437,46.74612118,47.33353624,48.46278523,47.48007723,47.77314844,47.88591665,49.6877432,48.3029541,48.06664496,46.84242043,48.44109891,47.33721926,48.00598516,49.04067388,47.88863874,47.96642069,49.43796878,46.65428192,49.82670985,48.51689534,48.52912766,47.28784775,48.55200968,48.73099204,47.53786845,48.14742902,48.74686201,47.79159034,48.06731771,48.23684691,47.61613934,47.65538548,49.14730464,47.80847029,48.70410334,50.10152409
ROCK1,96.2640559,96.56417254,96.87966983,95.92076078,96.43472817,96.58496339,96.09047538,96.50548758,95.93060826,96.50984747,96.86827875,96.66961553,96.20931327,96.91507172,96.93542807,96.32032858,97.29746693,96.64220996,96.51164656,96.45210566,96.13869895,96.66241248,96.46674309,96.91497523,96.33073756,97.07161728,96.53445741,96.76906934,96.09118853,96.52289664,96.16921719,96.83848091,96.19493571,95.98600222,97.00694317,95.64342226,96.88607993,96.59917066,96.40299552,95.29703727,96.20720333,96.55819122,95.97255228,95.74370451,96.78810449,96.21781079,97.43177467,97.05332794,96.98024538,96.02867896,96.85517627,96.72399637,95.53566128,97.29720296,96.90495279,96.76023783,96.13251571,96.05769243,96.72979169,96.54199928,96.43208995,96.8444957,96.13965267,96.55454165,95.8377508,96.54705336,96.17764693,96.29986563,96.76475593,96.26523039,96.53894371,97.21192281,96.59124656,96.11262525,95.91810788,96.40377112,96.03472992,96.37651891,96.66980676,96.21412435,96.38080089,96.52078559,96.89966645,96.80395183,96.77385144,95.51979909,96.97456487,96.69193295,96.63659454,95.48907253,96.77211377,96.40011097,96.59771581,96.70849182,96.04671396,95.98596207,96.65909486,96.75232328,96.23139739,96.4401055
